viirs_date,landsat_scene,row_shared_grid,col_shared_grid,lat,lon,water_fraction,I1,I2,I3,I4,I5,SZA,SAA,VZA,VAA,ground_truth_class,notes,modis_ndvi,modis_lc_type1,modis_lc_name
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2184,4043,64.61966,-157.339,0.0958,0.4603,0.6992,0.1313,241.9838,235.5826,83.053,-159,58.2708,-90.3489,ice_covered_river_snow_covered_land,,0.0019,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2198,3973,64.57236,-157.575,0.1001,0.4815,0.6808,0.1351,240.2957,234.5736,82.971,-159.227,57.917,-90.9145,ice_covered_river_snow_covered_land,,-0.0236,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2215,3955,64.51493,-157.636,0.1304,0.5653,0.8045,0.1875,240.3709,234.392,82.909,-159.285,57.8211,-90.624,ice_covered_river_snow_covered_land,,-0.0393,7,Open Shrublands
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2229,3777,64.46764,-158.238,0.0554,0.3088,0.434,0.1004,240.1296,236.6547,82.7747,-159.854,56.9139,-91.048,ice_covered_river_snow_free_land,check,-0.0079,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2239,3763,64.43385,-158.285,0.1422,0.3892,0.5541,0.1265,243.8475,236.3586,82.7363,-159.899,56.8366,-91.0572,ice_covered_river_snow_free_land,check,0.0184,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2247,3826,64.40682,-158.072,0.073,0.3352,0.4386,0.0819,239.6826,234.9708,82.7421,-159.696,57.1591,-90.6922,ice_covered_river_snow_covered_land,Check - ice_covered_river_snow_free_land,0.0611,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2257,3925,64.37304,-157.738,0.0792,0.5114,0.7231,0.1663,235.6505,231.609,82.7592,-159.382,57.653,-90.6563,ice_covered_river_snow_covered_land,,-0.0395,7,Open Shrublands
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2288,3718,64.26831,-158.437,0.0725,0.2404,0.3483,0.062,241.6141,236.4053,82.5555,-160.049,56.5698,-91.3344,ice_covered_river_snow_free_land,,0.0935,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2333,3672,64.11628,-158.592,0.552,0.4635,0.6286,0.1306,241.8209,235.7197,82.387,-160.202,56.2926,-91.3868,ice_covered_river_snow_free_land,Check- ice_covered_river_snow_covered_land,0.0195,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2458,3939,63.69399,-157.69,0.075,0.333,0.4776,0.1204,242.184,236.6478,82.1249,-159.351,57.6264,-90.7162,ice_covered_river_snow_covered_land,check with naira,0.1202,9,Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2474,4012,63.63993,-157.444,0.0588,0.2652,0.3932,0.1068,241.6189,237.747,82.1106,-159.123,57.9857,-90.849,ice_covered_river_snow_covered_land,,0.0324,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2485,3910,63.60277,-157.788,0.0855,0.2581,0.3746,0.1332,247.4888,239.9899,82.0237,-159.444,57.4631,-90.6053,ice_covered_river_snow_covered_land,Check - ice_covered_river_snow_free_land,0.0197,8,Woody Savannas
2024-02-03,LC08_L1TP_075015_20240203_20240208_02_T1,2498,3968,63.55885,-157.592,0.0687,0.5436,0.7464,0.1585,241.9246,234.4051,82.0114,-159.263,57.7512,-90.809,ice_covered_river_snow_covered_land,,-0.0354,9,Savannas
2024-02-02,LC09_L1TP_076013_20240202_20240202_02_T1,1558,3725,66.73507,-158.412,0.0759,0.5265,0.8359,0.2074,240.3595,233.7136,85.8996,-155.458,63.0038,-86.8103,ice_covered_river_snow_covered_land,Too Shiny,-0.0237,9,Savannas
2024-02-02,LC09_L1TP_076013_20240202_20240202_02_T1,1629,4118,66.4952,-157.085,0.1653,0.4588,0.7276,0.2175,244.6932,239.8315,85.9059,-154.209,64.5109,-85.3819,ice_covered_river_snow_covered_land,Too Shiny,-0.0683,7,Open Shrublands
2024-02-02,LC09_L1TP_076013_20240202_20240202_02_T1,1639,4021,66.46142,-157.412,0.2062,0.5303,0.7784,0.1812,242.3441,236.9471,85.8184,-154.517,64.1615,-85.2496,ice_covered_river_snow_covered_land,Too Shiny,-0.0341,7,Open Shrublands
2024-02-02,LC09_L1TP_076013_20240202_20240202_02_T1,1650,3622,66.42426,-158.76,0.2374,0.5237,0.774,0.2381,243.4679,237.3788,85.5559,-155.796,62.6358,-86.8805,ice_covered_river_snow_covered_land,Too Shiny,-0.0324,7,Open Shrublands
2024-02-02,LC09_L1TP_076013_20240202_20240202_02_T1,1785,4556,65.96818,-155.605,0.3679,0.3712,0.5767,0.1391,241.6593,233.5979,85.694,-152.832,66.1646,-83.9449,ice_covered_river_snow_free_land,check,-0.0717,1,Evergreen Needleleaf Forests
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1426,3639,67.18169,-158.706,0.4505,0.0884,0.2184,0.0905,293.4564,288.2212,46.6756,-148.43,58.6583,-89.2678,ice_free_river_snow_free_land,,0.6686,9,Savannas
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1485,3976,66.98236,-157.568,0.0657,0.0652,0.119,0.0511,294.6423,290.344,46.74,-146.946,60.1003,-88.3658,ice_free_river_snow_free_land,,0.6739,7,Open Shrublands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1503,4110,66.92155,-157.115,0.0677,0.1134,0.4088,0.2938,303.7914,295.9839,46.7865,-146.359,60.6651,-88.0343,ice_free_river_snow_free_land,,0.6529,7,Open Shrublands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1514,4119,66.88439,-157.084,0.0754,0.0851,0.352,0.1758,297.7232,291.7326,46.7614,-146.31,60.699,-88.0325,ice_free_river_snow_free_land,,0.7739,5,Mixed Forests
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1597,4042,66.60399,-157.345,0.0999,0.0939,0.3626,0.2163,299.4834,292.223,46.4672,-146.507,60.3839,-88.514,ice_free_river_snow_free_land,,0.7272,7,Open Shrublands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1614,3229,66.54655,-160.091,0.3134,0.0962,0.2363,0.1483,295.7187,290.3002,45.8426,-149.895,56.7056,-91.0061,ice_free_river_snow_free_land,,0.496,11,Permanent Wetlands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1623,3553,66.51615,-158.997,0.1783,0.0834,0.2712,0.1465,298.372,291.5157,46.0367,-148.524,58.2149,-90.1595,ice_free_river_snow_free_land,,0.8239,7,Open Shrublands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1644,2742,66.4452,-161.736,0.1116,0.0991,0.2975,0.2168,295.7233,289.5352,45.4342,-151.916,54.2549,-92.2503,ice_free_river_snow_free_land,,0.5979,7,Open Shrublands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1689,3070,66.29318,-160.628,0.2524,0.0835,0.2071,0.1314,296.7193,290.7287,45.5116,-150.467,55.886,-91.2736,ice_free_river_snow_free_land,,0.5902,7,Open Shrublands
2024-06-10,LC09_L1TP_156230_20240610_20240610_02_T1,1922,3756,65.5052,-158.309,0.0527,0.0781,0.2614,0.155,298.2722,293.5381,45.2639,-147.82,56.8546,-90.7265,ice_free_river_snow_free_land,,0.7951,8,Woody Savannas
2024-06-10,LC09_L1TP_156230_20240610_20240610_02_T1,2005,4122,65.2248,-157.073,0.0677,0.0831,0.2798,0.1643,300.2857,295.4839,45.3042,-146.145,58.5967,-89.8353,ice_free_river_snow_free_land,,0.7346,9,Savannas
2024-06-10,LC09_L1TP_156230_20240610_20240610_02_T1,2058,4026,65.04574,-157.397,0.5218,0.0744,0.3213,0.1518,297.2463,293.1231,45.0779,-146.472,58.1142,-90.4728,ice_free_river_snow_free_land,,0.661,8,Woody Savannas
2024-06-10,LC09_L1TP_156230_20240610_20240610_02_T1,2083,3996,64.96128,-157.498,0.3565,0.071,0.147,0.0737,293.4898,289.642,44.9818,-146.557,57.9598,-90.4278,ice_free_river_snow_land,Check,0.6219,9,Savannas
2024-06-10,LC09_L1TP_156230_20240610_20240610_02_T1,1842,3192,65.77547,-160.214,0.1138,0.0933,0.2315,0.1832,298.2466,293.4355,45.0951,-150.341,53.9783,-92.8009,ice_free_river_snow_free_land,,0.6556,7,Open Shrublands
2024-06-10,LC09_L1TP_156230_20240610_20240610_02_T1,2039,2952,65.10993,-161.025,0.0507,0.0808,0.2081,0.1731,299.9318,294.7357,44.3443,-151.098,52.4254,-93.5304,ice_free_river_snow_free_land,Check,0.747,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,540,2676,70.17264,-161.956,0.821,0.1526,0.0979,0.0263,273.4203,273.0753,48.906,-152.125,54.8959,-92.1956,ice_covered_river_snow_free_land,,0.0645,10,Grasslands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,560,2656,70.10507,-162.024,0.2898,0.1889,0.1444,0.0146,274.6312,273.0291,48.8374,-152.184,54.7955,-91.9101,ice_free_river_snow_free_land,Check- ice_free_river_snow_land,0.2024,10,Grasslands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,501,2970,70.30439,-160.963,0.7393,0.2862,0.2489,0.0543,276.2521,274.1423,49.1848,-150.982,56.1632,-91.3402,ice_free_river_snow_free_land,,-0.0096,10,Grasslands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,511,3077,70.27061,-160.602,0.3673,0.3795,0.3387,0.0436,275.8609,273.2178,49.2134,-150.536,56.6017,-90.8566,ice_free_river_snow_free_land,Check-ice_free_river_snow_land,-0.087,10,Grasslands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,519,3118,70.24358,-160.463,0.1477,0.2418,0.2478,0.0683,277.1263,274.3734,49.2141,-150.355,56.7724,-89.9929,ice_free_river_snow_free_land,,0.0244,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,572,2687,70.06453,-161.919,0.1005,0.2396,0.1657,0.0227,274.6095,272.791,48.818,-152.042,54.9264,-91.684,ice_free_river_snow_free_land,,0.4234,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,590,3121,70.00372,-160.453,0.7866,0.2676,0.1989,0.0755,277.7251,274.0185,49.0033,-150.263,56.7553,-90.3927,ice_free_river_snow_free_land,,0.3224,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,625,2481,69.88547,-162.615,0.1088,0.2575,0.2667,0.0867,278.7151,275.649,48.5421,-152.823,53.9656,-92.4503,ice_free_river_snow_land,,0.3641,11,Permanent Wetlands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,639,2881,69.83818,-161.264,0.0511,0.1352,0.2422,0.2124,285.8277,280.7503,48.7177,-151.182,55.7189,-91.4792,ice_free_river_snow_free_land,,0.288,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,653,2402,69.79088,-162.882,0.0941,0.1469,0.2149,0.1466,282.9945,278.8557,48.4163,-153.119,53.5774,-92.8319,ice_free_river_snow_land,,0.4642,10,Grasslands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,677,2653,69.7098,-162.034,0.1183,0.1434,0.1905,0.1332,284.6043,279.6859,48.4775,-152.068,54.6948,-92.1266,ice_free_river_snow_free_land,,0.3762,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,694,2613,69.65236,-162.169,0.2664,0.1521,0.2009,0.1022,280.5663,277.7654,48.4029,-152.211,54.5039,-92.4905,ice_free_river_snow_free_land,,0.0644,10,Grasslands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,705,3129,69.6152,-160.426,0.16,0.1315,0.1464,0.1259,282.6167,277.6658,48.6645,-150.096,56.745,-90.6238,ice_free_river_snow_free_land,,0.3213,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,717,2764,69.57466,-161.659,0.0954,0.2557,0.3079,0.0794,280.0883,276.8796,48.4176,-151.57,55.1622,-92.0124,ice_free_river_snow_free_land,,0.365,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,735,2562,69.51385,-162.342,0.3711,0.0644,0.0337,0.0079,275.6275,275.0133,48.2523,-152.369,54.2454,-92.1214,ice_free_river_snow_free_land,,0.2828,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,757,2842,69.43953,-161.396,0.0527,0.1577,0.2488,0.1919,285.9797,281.4292,48.3433,-151.205,55.484,-91.5525,ice_free_river_snow_free_land,,0.5241,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,819,2697,69.23007,-161.885,0.0822,0.1136,0.1787,0.2084,289.9077,283.936,48.0735,-151.725,54.7957,-91.98,ice_free_river_snow_free_land,,0.476,7,Open Shrublands
2024-06-11,LC08_L1TP_082011_20240611_20240628_02_T1,857,2419,69.10169,-162.825,0.0713,0.1172,0.2408,0.2636,294.3968,288.9392,47.8031,-152.826,53.4664,-92.8378,ice_free_river_snow_free_land,,0.5152,7,Open Shrublands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1524,3639,66.85061,-158.706,0.074,0.1137,0.3991,0.274,302.74,294.6472,46.3867,-148.296,58.6346,-89.5944,ice_free_river_snow_free_land,,0.7095,7,Open Shrublands
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1544,3449,66.78304,-159.348,0.1882,0.0936,0.2258,0.1174,297.6487,291.5409,46.1986,-149.061,57.7745,-89.7814,ice_free_river_snow_free_land,,0.7564,9,Savannas
2024-07-01,LC08_L1TP_078013_20240701_20240711_02_T1,1553,3619,66.75264,-158.774,0.3393,0.093,0.3134,0.1993,300.1145,293.1086,46.2892,-148.332,58.5456,-89.7082,ice_free_river_snow_free_land,,0.7516,7,Open Shrublands
2020-03-04,LC80740172020064LGN00,2994,4372,61.88352,-156.22935,0.0597,0.3741,0.4919,0.1254,256.8426,250.2738,70.385,154.528,61.165,48.086,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=251.17K NDSI=0.6931. GEE visual confirmed 2026-04-25. Cloud-free.,0.1741,1,Evergreen Needleleaf Forests
2020-03-04,LC80740172020064LGN00,3024,4279,61.78217,-156.54354,0.4781,0.5835,0.7428,0.2295,257.5973,249.0242,70.352,154.198,61.702,47.342,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=249.63K NDSI=0.8204. SR_B2>1.0 bright snow artifact. GEE visual confirmed 2026-04-25. Cloud-free.,0.0434,9,Savannas
2020-03-04,LC80740172020064LGN00,3048,4159,61.70109,-156.94895,0.515,0.5912,0.7428,0.2014,260.4435,251.8954,70.367,153.767,62.278,47.373,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=253.14K NDSI=0.5955. GEE visual confirmed 2026-04-25. Cloud-free.,0.0312,5,Mixed Forests
2020-03-04,LC80740172020064LGN00,3067,4374,61.6369,-156.2226,0.0836,0.376,0.4845,0.1419,256.7165,249.7192,70.164,154.484,61.675,48.25,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=251.53K NDSI=0.7385. GEE visual confirmed 2026-04-25. Cloud-free.,0.0982,5,Mixed Forests
2020-03-04,LC80740172020064LGN00,3082,4126,61.58622,-157.06043,0.2048,0.3644,0.4597,0.1577,260.2252,253.1239,70.288,153.628,62.628,47.581,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=253.08K NDSI=0.8411. SR_B2>1.0 bright snow artifact. GEE visual confirmed 2026-04-25. Cloud-free.,0.009,8,Woody Savannas
2020-03-04,LC80740172020064LGN00,3090,4128,61.5592,-157.05368,0.0597,0.5775,0.7263,0.194,257.6434,250.0316,70.258,153.638,62.674,46.898,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=251.64K NDSI=0.8078. SR_B2>1.0 bright snow artifact. GEE visual confirmed 2026-04-25. Cloud-free.,0.0249,9,Savannas
2020-03-04,LC80740172020064LGN00,3101,3657,61.52204,-158.64489,0.1097,0.4788,0.6306,0.2035,259.5239,250.6318,70.566,152.025,64.263,45.826,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=250.81K NDSI=0.7518. GEE visual confirmed 2026-04-25. Cloud-free.,0.0599,8,Woody Savannas
2020-03-04,LC80740172020064LGN00,3186,3517,61.23487,-159.11787,0.0904,0.4536,0.57,0.2032,260.5479,251.0811,70.422,151.481,65.249,45.705,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=251.5K NDSI=0.6739. GEE visual confirmed 2026-04-25. Cloud-free.,0.0364,8,Woody Savannas
2020-03-04,LC80740172020064LGN00,3287,3905,60.89366,-157.80706,0.0724,0.2284,0.3043,0.0993,260.2809,255.5598,69.837,152.726,64.702,46.697,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=254.87K NDSI=0.62. GEE visual confirmed 2026-04-25. Cloud-free.,0.0421,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2103,4755,64.89295,-154.93421,0.5179,0.2586,0.2845,0.0711,279.4089,274.749,54.684,136.053,67.302,32.486,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=277.72K NDSI=0.9046. GEE visual confirmed 2026-04-25 — dark river open water land patchy white snow on hillsides. Cloud-free.,-0.0896,1,Evergreen Needleleaf Forests
2021-05-03,LC80730152021123LGN00,2117,4671,64.84565,-155.21799,0.7486,0.2319,0.2838,0.0847,279.455,274.5384,54.732,135.721,67.549,32.089,ice_free_river_snow_land,Borderline ST_B10=272.76K but VIIRS I4=279.5K and wf=0.75 confirm liquid water dominant. GEE visual confirmed 2026-04-25 — dark river open water land patchy white snow. Cloud-free.,0.0589,9,Savannas
2021-05-03,LC80730152021123LGN00,2134,4621,64.78822,-155.38691,0.2086,0.2792,0.3339,0.0753,278.7708,274.6508,54.738,135.505,67.762,32.06,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=274.83K NDSI=0.9518. GEE visual confirmed 2026-04-25 — dark river open water land patchy white snow on hillsides. Cloud-free.,0.0996,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2149,4546,64.73755,-155.64029,0.2127,0.2979,0.365,0.085,277.213,270.9723,54.776,135.214,67.988,31.641,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=280.04K NDSI=0.1709. GEE visual confirmed 2026-04-25 — dark river open water land dark red/brown no snow. Cloud-free.,0.1318,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2165,4868,64.68349,-154.55245,0.1269,0.1624,0.2009,0.0918,278.169,273.0046,54.423,136.366,67.526,32.684,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=279.28K NDSI=0.0675. GEE visual confirmed 2026-04-25 — dark river open water land dark red/brown no snow. Cloud-free.,0.0924,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2213,4965,64.52133,-154.22475,0.0901,0.2256,0.3004,0.1636,275.3567,262.6992,54.217,136.631,67.68,33.514,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=280.37K NDSI=-0.2837. GEE visual confirmed 2026-04-25 — dark river open water land dark red/brown no snow. Cloud-free.,0.5454,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2283,4831,64.28484,-154.67745,0.0598,0.3299,0.3993,0.0957,278.5815,272.8291,54.176,136.019,68.397,32.312,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=276.98K NDSI=0.4354. GEE visual confirmed 2026-04-25 — dark river open water land patchy white/red mixed snow partial. Cloud-free.,-0.0359,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2504,5226,63.53822,-153.34299,0.1227,0.1483,0.194,0.1131,280.4062,273.8083,53.255,137.065,69.131,34.317,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=278.6K NDSI=0.5059. GEE visual confirmed 2026-04-25 — dark stream land white/patchy snow on ridges. Cloud-free.,0.2585,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2532,5134,63.44363,-153.6538,0.0836,0.2702,0.3214,0.0945,279.0716,272.2534,53.279,136.677,69.471,33.845,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=277.59K NDSI=0.6488. GEE visual confirmed 2026-04-25 — dark stream land heavy white snow on terrain. Cloud-free.,0.403,9,Savannas
2021-05-03,LC80730152021123LGN00,1997,4812,65.25106,-154.74164,0.1099,0.2179,0.3026,0.1672,279.424,271.3941,54.881,136.462,66.444,32.249,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.23K NDSI=0.3312.,0.4398,9,Savannas
2021-05-03,LC80730152021123LGN00,2075,5193,64.98755,-153.45448,0.0912,0.3664,0.4017,0.0679,277.5783,272.3434,54.333,137.738,66.27,33.687,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=274.9K NDSI=0.9882.,-0.0232,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2093,4812,64.92674,-154.74164,0.4158,0.3448,0.3915,0.0877,279.4564,274.6783,54.65,136.294,67.122,32.529,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=273.83K NDSI=0.9592.,0.0215,5,Mixed Forests
2021-05-03,LC80730152021123LGN00,2106,4922,64.88282,-154.37002,0.0501,0.191,0.2529,0.1702,281.0062,272.2187,54.513,136.676,67.01,32.919,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=278.73K NDSI=0.767.,0.2633,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2112,4987,64.86255,-154.15042,0.1685,0.1721,0.2097,0.1114,279.2889,273.2136,54.435,136.903,66.936,32.933,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=279.03K NDSI=-0.0755.,0.0472,5,Mixed Forests
2021-05-03,LC80730152021123LGN00,2120,4741,64.83552,-154.9815,0.0589,0.1669,0.2155,0.0995,281.236,277.2844,54.657,135.968,67.45,32.758,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=279.01K NDSI=0.5138.,0.2467,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2128,5029,64.80849,-154.00853,0.0635,0.1549,0.2097,0.0813,279.191,273.1618,54.358,137.031,66.966,33.452,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=277.54K NDSI=0.591.,0.4273,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2138,4818,64.77471,-154.72137,0.1035,0.2496,0.2992,0.1046,279.8276,273.7549,54.54,136.224,67.431,32.913,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=274.79K NDSI=0.9538.,-0.0122,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2145,4917,64.75106,-154.38691,0.056,0.1346,0.1677,0.0883,278.7806,274.3364,54.426,136.578,67.299,33.096,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=279.31K NDSI=0.5311.,0.2672,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2160,4890,64.70038,-154.47813,0.1024,0.1395,0.1779,0.0986,278.4588,273.7396,54.418,136.448,67.452,33.16,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=280.44K NDSI=0.2422.,0.441,5,Mixed Forests
2021-05-03,LC80730152021123LGN00,2201,4923,64.56187,-154.36664,0.1387,0.1819,0.2338,0.124,276.7424,268.9453,54.283,136.509,67.67,32.893,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=279.03K NDSI=0.0271.,0.3299,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2226,4847,64.47741,-154.6234,0.2284,0.3432,0.3838,0.0783,278.7347,271.9456,54.301,136.167,67.988,33.182,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=275.38K NDSI=0.9123.,-0.0525,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2243,5086,64.41998,-153.81596,0.1424,0.1473,0.1827,0.0776,278.0716,272.6059,54.026,137.024,67.666,33.927,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=279.06K NDSI=-0.3764.,0.1333,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2311,5045,64.19025,-153.95448,0.0805,0.2228,0.3012,0.1927,279.6176,259.5507,53.899,136.76,68.191,33.272,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=273.95K NDSI=-0.2869.,0.3693,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2362,4875,64.01795,-154.5288,0.0645,0.2247,0.2881,0.1582,278.7632,261.7716,53.945,136.035,68.838,32.723,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=277.0K NDSI=0.3421.,-0.0244,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2447,5363,63.73079,-152.88015,0.0913,0.164,0.2239,0.1336,282.0416,273.496,53.256,137.692,68.503,34.65,ice_free_river_snow_land,Landsat confirmed at 30m. ST_B10=274.74K NDSI=0.844.,0.3219,9,Savannas
2021-05-03,LC80730152021123LGN00,2479,5156,63.62268,-153.57948,0.0627,0.1544,0.2229,0.1066,281.2382,276.5593,53.384,136.853,69.1,34.097,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=278.26K NDSI=0.1364.,0.4606,9,Savannas
2021-05-03,LC80730152021123LGN00,2498,5218,63.55849,-153.37002,0.0502,0.1561,0.2186,0.1387,280.8454,270.5826,53.273,137.059,69.102,33.92,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=283.14K NDSI=-0.113.,0.4828,8,Woody Savannas
2021-05-03,LC80730152021123LGN00,2548,5369,63.38957,-152.85988,0.0831,0.3816,0.4443,0.1151,275.5856,259.503,53.004,137.52,69.148,35.001,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=269.32K NDSI=0.9654.,-0.0323,9,Savannas
2022-03-11,LC90730152022070LGN01,2106,4786,64.88282,-154.82948,0.8376,0.7099,0.8187,0.1047,258.8517,255.6511,68.339,178.244,5.068,63.547,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=255.05K NDSI=0.8491. SR_B2>1.0 bright snow artifact. GEE visual confirmed 2026-04-25 — frozen river white snow-covered land. Cloud-free.,0.0364,8,Woody Savannas
2022-03-11,LC90730152022070LGN01,2120,4791,64.83552,-154.81258,0.0841,0.3555,0.4461,0.0924,263.9959,260.537,68.292,178.253,5.176,69.408,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=258.52K NDSI=0.8743. GEE visual confirmed 2026-04-25 — frozen river white snow-covered land. Cloud-free.,0.0354,8,Woody Savannas
2022-03-11,LC90730152022070LGN01,2138,5404,64.77471,-152.74164,0.2183,0.573,0.6679,0.0838,261.9576,258.5293,68.22,-179.546,1.679,-98.271,ice_covered_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=258.8K NDSI=0.8232. SR_B2>1.0 bright snow artifact. GEE visual confirmed 2026-04-25 — frozen river white snow-covered land. Cloud-free.,0.0704,8,Woody Savannas
2022-03-11,LC90730152022070LGN01,2152,4901,64.72741,-154.44096,0.0511,0.1932,0.2663,0.0682,265.0102,262.5869,68.179,178.64,4.31,63.898,ice_covered_river_snow_free_land,Landsat confirmed at 30m. ST_B10=263.17K NDSI=-0.9204. Negative SR_B2 dark ice surface artifact. GEE visual confirmed 2026-04-25 — frozen river white land dark red/brown snow-free. Cloud-free.,0.0269,8,Woody Savannas
